link,title,body,attachment_0_link,attachment_0_name,attachment_1_link,attachment_1_name,attachment_2_link,attachment_2_name,attachment_3_link,attachment_3_name,attachment_4_link,attachment_4_name,attachment_5_link,attachment_5_name,attachment_6_link,attachment_6_name,attachment_7_link,attachment_7_name,attachment_8_link,attachment_8_name,attachment_9_link,attachment_9_name,attachment_10_link,attachment_10_name,attachment_11_link,attachment_11_name,attachment_12_link,attachment_12_name,attachment_13_link,attachment_13_name,attachment_14_link,attachment_14_name,attachment_15_link,attachment_15_name,attachment_16_link,attachment_16_name,attachment_17_link,attachment_17_name,attachment_18_link,attachment_18_name,attachment_19_link,attachment_19_name,attachment_20_link,attachment_20_name,attachment_21_link,attachment_21_name,attachment_22_link,attachment_22_name,attachment_23_link,attachment_23_name,opening date,closing date,ISBN,person,addr,email
http://www.communities.gov.uk/archived/publications/planningandbuilding/temporarystopconsultation,Temporary Stop Notice: A Consultation Package,"This consultation seeks views and comments on draft Regulations, a draft circular and a draft Regulatory Impact Assessment (RIA).

**Note:** The above publication was issued by our former department, the Office of the Deputy Prime Minister (ODPM). ODPM became Communities and Local Government on **5 May 2006** - all references in the text to ODPM now refer to Communities and Local Government.

_Note on quality: the files attached to this page were converted from a legacy website by automatic process, and may contain minor formatting errors. The text of the document is complete and as originally published._
",http://www.communities.gov.uk/documents/planningandbuilding/pdf/temporarystopconsultation.pdf,Temporary Stop Notice: A Consultation Package,http://www.communities.gov.uk/documents/planningandbuilding/rtf/temporarystopconsultation.rtf,Temporary Stop Notice: A Consultation Package,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29 November 2004,26 January 2005,,,,
http://www.communities.gov.uk/archived/publications/planningandbuilding/consultationpaper4,Consultation Paper on Minerals Policy Statement 1: Planning and Minerals and associated Good Practice Guide,"This consultation seeks comments on a draft of new Minerals Policy Statement 1: Planning and Minerals (MPS1) and its associated Good Practice Guidance (GPG). MPS1 will replace Minerals Planning Guidance note 1: General Considerations and the Development Plan System (MPG1), published June 1996.
",http://www.communities.gov.uk/documents/planningandbuilding/pdf/137686.pdf,Consultation Paper on Minerals Policy Statement 1: Planning and Minerals and associated Good Practice Guidance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18 November 2004,28 February 2005,,,,
http://www.communities.gov.uk/archived/publications/housing/privaterentedsectorconsultation,Licensing in the Private Rented Sector - Consultation on the Implementation of HMO Licensing,"This paper is one of a series of consultation papers on licensing in the private rented sector. The powers for licensing in the private rented sector will be set in place by the Housing Bill, currently before Parliament, and consequent secondary legislation. This paper concentrates on measures to license Houses in Multiple Occupation (HMOs) and the secondary legislation needed to implement these in England.

The paper seeks to explain the Government's proposals for licensing in the private rented sector generally. It then explains the measures being taken to license HMOs and invites interested parties to comment on how these powers should be implemented, in particular through the secondary legislation.
",http://www.communities.gov.uk/documents/housing/pdf/142130.pdf,Licensing in the Private Rented Sector - Implementation of HMO Licensing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15 November 2004,9 February 2005,,,,
http://www.communities.gov.uk/archived/publications/housing/drafthraconsultation2005-06,Draft Housing Revenue Account (Item 8) and Housing Revenue Account Subsidy Determinations 2005-2006,"Under Section 87(2) of the Local Government and Housing Act 1989, the Secretary of State is required to consult representatives of local government and relevant professional bodies before making new directions and determinations, or before varying existing determinations.

The purpose of this letter is to notify you of the start of consultation on the determinations mentioned above and on certain other proposals as set out in the accompanying documents. Consultation ends on Friday 10 December 2004.
",http://www.communities.gov.uk/documents/housing/xls/139069.xls,Tables for determination,http://www.communities.gov.uk/documents/housing/xls/142127.xls,Annexes for determination,http://www.communities.gov.uk/documents/housing/xls/142316.xls,Schedules for determination,http://www.communities.gov.uk/documents/housing/pdf/142313.pdf,Letter to Chief Finance Officers/Chief Accountants of LAs in England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9 November 2004,10 December 2004,,,,
http://www.communities.gov.uk/archived/publications/housing/revision,The Revision of the General Housing Consents,"This Office (ODPM) proposes to extend the General Consents under Section 32 of the Housing Act 1985, Section 25 of the Local Government Act 1988 and Section 133 of the Housing Act 1988. 

_Note on quality: the files attached to this page were converted from a legacy website by automatic process, and may contain minor formatting errors. The text of the document is complete and as originally published._
",http://www.communities.gov.uk/documents/housing/pdf/142196.pdf,The Revision of the General Housing Consents,http://www.communities.gov.uk/documents/housing/rtf/157233.rtf,The Revision of the General Housing Consents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 November 2004,29 October 2007,,,,
http://www.communities.gov.uk/publications/planningandbuilding/buildingbuildingregulationsbuild,The Building Act 1984: The Building Regulations 2000: Building regulations and electronic Communications Services (Broadband) - a consultation package issued by building regulations division,"This consultation paper invites views on the Government's considerations of how best to improve the take up of electronic communications services. It focuses on whether the demand for broadband services is currently being restricted by the inconvenience people may experience when retrospectively installing broadband services in existing premises, and whether this should be addressed through the Building Regulations.
",http://www.communities.gov.uk/documents/planningandbuilding/pdf/133262.pdf,Front cover,http://www.communities.gov.uk/documents/planningandbuilding/pdf/133265.pdf,Letter to consultees,http://www.communities.gov.uk/documents/planningandbuilding/pdf/133268.pdf,List of principal organisations consulted,http://www.communities.gov.uk/documents/planningandbuilding/pdf/133271.pdf,Partial regulatory impact assessment,http://www.communities.gov.uk/documents/planningandbuilding/pdf/133274.pdf,Draft approved document Q,http://www.communities.gov.uk/documents/planningandbuilding/pdf/133277.pdf,Consultation criteria,http://www.communities.gov.uk/documents/planningandbuilding/pdf/133280.pdf,Response form,http://www.communities.gov.uk/documents/planningandbuilding/doc/133283.doc,Form for responses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26 October 2004,13 June 2003,,,,
http://www.communities.gov.uk/archived/publications/housing/wayforward,"The Way Forward For Housing Capital Finance (Consultation Paper): Capital Receipts Pooling, LASHG (Local Authority Social housing Grant), Radical Options for Reform","This consultation paper outlines the Government's proposals for reforming the Housing Finance system. It invites comments on two specific proposals:

  * the operation of the proposed housing capital pooling regime; and,
  * the future of Local Authority Social Housing Grant (LASHG).

It also sets out a range of options for radical reform of the Housing Revenue Account capital finance regime. The intention is to initiate a full and unconstrained debate on how the regime can best contribute to the overall objective of enabling and encouraging councils to secure high quality housing and housing services.
",http://www.communities.gov.uk/documents/housing/pdf/142136.pdf,The way forward for housing capital finance: cover letter,http://www.communities.gov.uk/documents/housing/pdf/142139.pdf,The way forward for housing capital finance: Consultation paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26 October 2004,18 October 2002,,,,
http://www.communities.gov.uk/publications/fire/governmentproposals,Government Proposals for a New Firefighters' Pension Scheme,"_Note on quality: the files attached to this page were converted from a legacy website by automatic process, and may contain minor formatting errors. The text of the document is complete and as originally published._
",http://www.communities.gov.uk/documents/fire/pdf/130949.pdf,Government Proposals for a New Firefighters' Pension Scheme,http://www.communities.gov.uk/documents/fire/doc/158208.doc,Government Proposals for a New Firefighters' Pension Scheme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25 October 2004,14 January 2005,,,,
http://www.communities.gov.uk/publications/fire/proposalsamendments,Proposals for amendments to the Firerfighters' Pension Scheme,"_Note on quality: the files attached to this page were converted from a legacy website by automatic process, and may contain minor formatting errors. The text of the document is complete and as originally published._
",http://www.communities.gov.uk/documents/fire/pdf/130946.pdf,Proposals for amendments to the Firefighters' Pension Scheme: Print Version,http://www.communities.gov.uk/documents/fire/rtf/153665.rtf,Proposals for amendments to the Firefighters' Pension Scheme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25 October 2004,14 January 2005,,,,
http://www.communities.gov.uk/archived/publications/corporate/publicparticipationplanning,Public Participation in the Revised Planning System,"This report examines three innovative local planning authorities in two regions of England with respect to the changing context of legislation and institutions for planning consultation, notably the arrival of community strategies.  
",http://www.communities.gov.uk/documents/corporate/pdf/publicparticipation.pdf,Public Participation in the Revised Planning System,http://www.communities.gov.uk/documents/corporate/pdf/publicparticipationplanning.pdf,Public Participation in the Revised Planning System: Summary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22 October 2004,10 October 2007,,,,
http://www.communities.gov.uk/publications/fire/firerescueservicesemergencieseng,Draft Fire and Rescue Services (Emergencies) (England) Order 2004: Emergencies for Fire and Rescue Authorities - A consultation document,"This consultation seeks views on the scope and content of the draft Fire and Rescue Services (Emergencies) (England) Order 2004.
",http://www.communities.gov.uk/documents/fire/pdf/128911.pdf,Emergencies for Fire and Rescue Authorities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16 September 2004,13 December 2004,,,,
http://www.communities.gov.uk/publications/planningandbuilding/sustainabilityappraisal2,Sustainability appraisal of regional spatial strategies and local development frameworks: consultation paper,"Sustainability appraisal of regional spatial strategies and local development frameworks: consultation paper 
",http://www.communities.gov.uk/publications/planningandbuilding/sustainabilityappraisal2?view=Order+form&supplierId=1403822,Order this publication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 September 2004,14 December 2004,,,,
http://www.communities.gov.uk/archived/publications/regeneration/proposedstatutoryguidance,Proposed Statutory Guidance to the Electoral Commission on drawing-up the Constituencies for a North East Regional Assembly - consultation paper,"This consultation seeks views on the draft guidance to the Electoral Commission on drawing-up the constituencies for a North East Regional Assembly.
",http://www.communities.gov.uk/documents/regeneration/pdf/146250.pdf,Proposed Statutory Guidance to the Electoral Commission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 September 2004,22 October 2004,,,,
http://www.communities.gov.uk/archived/publications/planningandbuilding/consultationplanning2,"Consultation on Planning Policy Statement 9: Biodiversity and Geological Conservation, and accompanying Draft Circular","This consultation paper seeks comments on a draft of a new Planning Policy Statement on Biodiversity and Geological Conservation (PPS). The intention is that this PPS, together with a new Government circular (which will cover relevant legislative provisions) and good practice guidance should, in due course, replace _Planning Policy Guidance 9: Nature Conservation_ (PPG9), published in October 1994.

**Note:** The above publication was issued by our former department, the Office of the Deputy Prime Minister (ODPM). ODPM became the Department for Communities and Local Government on **5 May 2006** - all references in the text to ODPM now refer to the Department for Communities and Local Government.
",http://www.communities.gov.uk/documents/planningandbuilding/pdf/137761.pdf,Consultation on Planning Policy Statement 9: Biodiversity and Geological Conservation,http://www.communities.gov.uk/documents/planningandbuilding/pdf/160402.pdf,Draft Government Circular: Biodiversity and Geological Conservation - Statutory obligations and their impact within the planning system: Consultation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8 September 2004,9 December 2004,,,,
http://www.communities.gov.uk/publications/localgovernment/localauthorityaccess,Local authority access to information: a consultation,"Local authority access to information: a consultation 
",http://www.communities.gov.uk/publications/localgovernment/localauthorityaccess?view=Order+form&supplierId=1403822,Order this publication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6 September 2004,29 October 2004,,,,
http://www.communities.gov.uk/archived/publications/housing/socialhousinggrant,LA Social Housing Grant Transitional Compensation for with-debt authorities,"This letter is about the Local Authority Social Housing Grant Transitional Compensation (LASHGTC) arrangements for 2004-2005 for with-debt authorities.

The aim of this document is to explain the arrangements for claiming and payment of LASHGTC for 2003-2004 and to canvas views on the ODPM's proposals for the intended arrangements for 2004-2005.
",http://www.communities.gov.uk/documents/housing/pdf/socialhousinggrant,LA Social Housing Grant Transitional Compensation for with-debt authorities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 September 2004,10 December 2004,,,,
http://www.communities.gov.uk/archived/publications/localgovernment/modelcode,A Model Code of Conduct for Local Government Employees: A Consultation Paper,"This consultation seeks views on the Government's proposals for a model employees' code of conduct. Copies are being sent to the bodies listed at Annex B. The paper will be of particular interest to local government employees, their employers and the public sector unions. All authorities to which this consultation document is being copied are invited to draw it to the attention of their employees.

**Update November 2005:** In the period since our consultation on the review of the political restrictions framework and the draft code of conduct for local government employees ended, a number of relevant inquiries and consultation exercises have taken place on the ethical regime for local government.

These include the Inquiry of the Committee on Standards in Public Life (the Graham Committee) into ethical standards in local government, and an ODPM Select Committee Inquiry into the role and effectiveness of the Standards Board for England. Both Committees have since published their findings and recommendations for Government action.

In addition, the Standards Board has consulted on a review of the code of conduct for members, and will shortly make final recommendations to Ministers. Ministers therefore wish to consider the way forward on the employees' code of conduct and political restrictions as part of this wider review of the ethical framework for local government. This will ensure a comprehensive and integrated Government response on all the issues raised.

We will make a further announcement in due course.
",http://www.communities.gov.uk/documents/localgovernment/pdf/143807.pdf,A Draft Code of Conduct for Local Government Employees,http://www.communities.gov.uk/documents/localgovernment/pdf/144674.pdf,Consultation letter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19 August 2004,19 November 2004,,,,
http://www.communities.gov.uk/publications/localgovernment/review4,Review of the regulatory framework governing the political activities of local government employees: a consultation paper,"The Government is firmly committed to the principle that, at all levels throughout the local government sector, employees should be appointed on merit and impartially serve all members of their council. Within the context of upholding this principle of the political neutrality of local government employees, the Government has embarked on a review of the current regulatory framework of these employees' political activities.

This paper seeks views on the framework generally, and in particular on whether the current restrictions on council employees' political activities are proportionate and continue to deliver a politically impartial council workforce which can command the confidence of members of all political persuasions.

**Update November 2005:** In the period since our consultation on the review of the political restrictions framework and the draft code of conduct for local government employees ended, a number of relevant inquiries and consultation exercises have taken place on the ethical regime for local government.

These include the Inquiry of the Committee on Standards in Public Life (the Graham Committee) into ethical standards in local government, and an ODPM Select Committee Inquiry into the role and effectiveness of the Standards Board for England. Both Committees have since published their findings and recommendations for Government action.

In addition, the Standards Board has consulted on a review of the code of conduct for members, and will shortly make final recommendations to Ministers. Ministers therefore wish to consider the way forward on the employees' code of conduct and political restrictions as part of this wider review of the ethical framework for local government. This will ensure a comprehensive and integrated Government response on all the issues raised.

We will make a further announcement in due course.
",http://www.communities.gov.uk/documents/localgovernment/pdf/143804.pdf,A Review of Restrictions on Political Activities of Local Authority Employees,http://www.communities.gov.uk/documents/localgovernment/pdf/144674.pdf,Consultation letter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19 August 2004,19 November 2004,,,,
http://www.communities.gov.uk/archived/publications/planningandbuilding/buildingregulations,Building Regulations and Fire Safety: Procedural Guidance,"The 2001 edition of the Procedural Guidance on Building Regulations and Fire Safety has been revised to reflect the provisions of the Regulatory Reform (Fire Safety) Order. The draft revised Guidance has been issued on consultation to building control bodies and fire authorities and their professional organisations. The extent of the revision is indicated by the track changes on the draft.
",http://www.communities.gov.uk/documents/planningandbuilding/pdf/133220.pdf,Building Regulations and Fire Safety: Procedural Guidance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18 August 2004,14 November 2005,,,,
http://www.communities.gov.uk/archived/publications/housing/hrasupportedcapital,HRA Supported Capital Expenditure (Revenue) Methodology - Consultation,"This letter is about the methodology used to calculate the Housing Revenue Account proportion of the housing element of local authority Supported Capital Expenditure (Revenue).

The aim of this document is to explain the current methodology for calculating the HRA element of Supported Capital Expenditure (Revenue) (SCE(R)) and to canvas views on the ODPM's possible options for change.
",http://www.communities.gov.uk/documents/housing/pdf/142055.pdf,HRA Supported Capital Expenditure (Revenue) Methodology - Consultation,http://www.communities.gov.uk/documents/housing/xls/142301.xls,Methodology Annexes: A - D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17 August 2004,30 September 2004,,,,
http://www.communities.gov.uk/publications/fire/frsact2004,The Fire and Rescue Services Act 2004: towards a national workforce development strategy for England: a consultation document,"The Fire and Rescue Services Act 2004: towards a national workforce development strategy for England: a consultation document 
",http://www.communities.gov.uk/publications/fire/frsact2004?view=Order+form&supplierId=1403822,Order this publication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10 August 2004,10 November 2004,,,,
http://www.communities.gov.uk/publications/localgovernment/nndrtransitionalarrangements,NNDR transitional arrangements: consultation,"This consultation seeks views on the proposed National Non-Domestic Rates (NNDR) transition arrangements to be introduced from 1 April 2005 when the new non-domestic rating lists come into effect. 
",http://www.communities.gov.uk/documents/localgovernment/pdf/430100.pdf,NNDR Transitional Arrangements: Consultation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9 August 2004,29 October 2004,,,,
http://www.communities.gov.uk/archived/publications/communities/communitycapacitybuilding,Summary of Responses to the Community Capacity Building Consultation,"In 2002 the Home Office led a review of Government support for community capacity building. This led to the publication of Building Civil Renewal review findings and consultation paper. The consultation was launched by the Home Secretary in December 2003 and concluded at the end of March 2004. This document details the responses received by various organisations during the consultation period.
",http://www.communities.gov.uk/documents/communities/pdf/151534.pdf,Summary of Responses to the Community Capacity Building Consultation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9 August 2004,,,,,
http://www.communities.gov.uk/publications/corporate/buildingact6,The Building Act 1984: the Building Regulations 2000: review of approved document F: ventilation: a consultation package,"The Building Act 1984: the Building Regulations 2000: review of approved document F: ventilation: a consultation package 
",http://www.communities.gov.uk/publications/corporate/buildingact6?view=Order+form&supplierId=1403822,Order this publication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28 July 2004,28 October 2004,,,,
http://www.communities.gov.uk/archived/publications/planningandbuilding/selectionlisting,Revisions to Principles of Selection for Listing Buildings: Planning Policy Guidance Note 15 - Consultation Document,"Consultation on amending Part 6 of Planning Policy Guidance Note 15: Planning and the Historic Environment, which deals with the criteria for the listing of buildings.

Heritage protection and planning are undergoing a cultural change, to bring about greater openness, fairness, flexibility and accountability. The Government's aim is to continue to protect the historic environment, while enabling our historic assets to be better understood and managed, with more opportunities for people to get involved in decisions that affect the spaces and buildings around them.

The launch of this consultation paper on revised listing criteria is an important step forward. Publication of these criteria will enable everyone, from developers and planners to the people living in an area, to have an understanding of why we protect the historic assets that enhance our communities and help them retain their unique character. The forthcoming introduction of consultation with property owners and local authorities when an application for listing a building has been made will make public awareness of these criteria essential.
",http://www.culture.gov.uk/NR/rdonlyres/9AC9E052-C45A-4584-910E-654984383F3A/0/Listedbuildingsfinal.pdf,Revisions to Principles of Selection for Listing Buildings: Planning Policy Guidance Note 15 - Consultation Document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25 July 2004,17 October 2005,,,,
http://www.communities.gov.uk/archived/publications/planningandbuilding/partl,Proposals for amending Part L of the Building Regulations and Implementing the Energy Performance of Buildings Directive,"A number of documents have been removed from this site because they are obsolete and have been replaced by updated versions.

Proposals for amending Part L of the Building Regulations and Implementing the Energy Performance of Buildings Directive.

### Consultation responses

A [summary of consultation responses document](http://www.diag.org.uk/media/18801/collation_of_consultation_responses.pdf) (external link) which collates the comments made by respondents to this consultation was published on the Directive Implementation Advisory Group(DIAG) website. This document summarises the responses to the consultation exercise. 414 separate responses were received.

 
",http://www.communities.gov.uk/documents/planningandbuilding/pdf/133241.pdf,Proposals for amending Part L - Print Version,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23 July 2004,22 October 2004,,,,
http://www.communities.gov.uk/publications/planningandbuilding/reviewofapproveddocumentfventila,Review of Approved Document F - Ventilation,"This consultation paper sets out the Government's proposals for amending the approved technical guidance published as Approved Document F, which describes ways in which compliance with the Requirement of Part F can be demonstrated.
",http://www.communities.gov.uk/documents/planningandbuilding/pdf/133238.pdf,Review of Approved Document F - Ventilation,http://www.communities.gov.uk/documents/planningandbuilding/rtf/155481.rtf,Review of Approved Document F - Ventilation,http://www.communities.gov.uk/documents/planningandbuilding/doc/133235.doc,Response Form for Review of Approved Document F - Ventilation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21 July 2004,22 October 2004,,,,
http://www.communities.gov.uk/archived/publications/planningandbuilding/planningdeliverygrant,Planning Delivery Grant 2006-07 Allocations Criteria,"This consultation seeks views on proposals on the 2006-07 Planning Delivery Grant allocations.
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20 July 2004,30 September 2005,,,,
http://www.communities.gov.uk/archived/publications/housing/threeyearreview,Three-year review of rent restructuring,"_Note on quality: the files attached to this page were converted from a legacy website by automatic process, and may contain minor formatting errors. The text of the document is complete and as originally published._
",http://www.communities.gov.uk/documents/housing/pdf/142304.pdf,Three-year review of rent restructuring,http://www.communities.gov.uk/documents/housing/rtf/158310.rtf,Three-year review of rent restructuring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 July 2004,23 July 2010,,,,
http://www.communities.gov.uk/archived/publications/housing/licensing,Licensing in the Private Rented Sector - Consultation paper,"_Note on quality: the files attached to this page were converted from a legacy website by automatic process, and may contain minor formatting errors. The text of the document is complete and as originally published._
",http://www.communities.gov.uk/documents/housing/pdf/138316.pdf,Licensing in the Private Rented Sector/Regulatory Impact Assessment,http://www.communities.gov.uk/documents/housing/rtf/157674.rtf,Licensing in the Private Rented Sector: Implementation of Selective Licensing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 July 2004,15 October 2003,,,,
http://www.communities.gov.uk/publications/planningandbuilding/fullregulatoryimpact3,Full Regulatory Impact Assessment: Use Classes Order,"A summary of our proposals for the 'A' Use Class is detailed below:

Class

Details

Permitted Change

A1: Shops and Retail Outlets

Internet service/cafes to be classified as A1.

Otherwise, A1 to remain unchanged.

No permitted change

A2: Financial and Professional Services

To remain as it is.

Permitted change to A1 only (Where a ground floor window display exists.)

(NEW) A3: Restaurants and cafes

Where the primary purpose is the sale and consumption of hot food on the premises

Permitted change to A1 or A2.

(NEW) A4: Pubs and bars

Where the primary purpose is the sale/consumption of alcohol on the premises.

Permitted change to A1, A2, or A3.

(NEW) A5: Takeaways

Where the primary purpose is the sale of hot food for taking away.

Permitted change to A1, A2, or A3

Sui Generis

Warehouse clubs to be classified as sui generis.

Motor vehicle showrooms to remain classified as sui generis, but with permitted development rights allowing a change-of-use to A1 to be removed.

 

##  B Use Classes

54. The B Use Classes, at present, covers 3 principal areas: Business (B1); General Industry (B2); and Storage or distribution (B8). B1 uses, uniquely in the Use Classes Order, are themselves sub-divided into :

  * B1(a): offices;
  * B1(b): research & development; and
  * B1(c): Light Industry.

55. There were two options proposed in the consultation document, the second of which proposed no change to the current provisions. The first option was not particularly a deregulatory measure rather it focused more on re-defining the existing classifications and sub-divisions.
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28 June 2004,28 September 2004,,,,
http://www.communities.gov.uk/publications/regeneration/commercialpropertyleases,Commercial property leases: options for deterring or outlawing the use of upward only rent review clauses - consultation paper,"This consultation paper will be of interest to those concerned with the letting and occupation of commercial premises (offices, shops, restaurants, hotels, leisure facilities, factories, warehouses etc), and those providing finance to underpin such lettings. It discusses options for legislating against upward only rent review (UORR) clauses in commercial property leases as well as certain other options.

_Note on quality: the files attached to this page were converted from a legacy website by automatic process, and may contain minor formatting errors. The text of the document is complete and as originally published._
",http://www.communities.gov.uk/documents/regeneration/pdf/131330.pdf,Commercial property leases: options for deterring or outlawing the use of upward only rent review clauses - consultation paper,http://www.communities.gov.uk/documents/regeneration/rtf/157260.rtf,Commercial property leases: options for deterring or outlawing the use of upward only rent review clauses - consultation paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 June 2004,30 September 2004,,,,
http://www.communities.gov.uk/archived/publications/housing/rtbexemptionconsultation,Exemption from the Right to Buy of dwellings that are particularly suitable for occupation by elderly persons - consultation,"Under paragraph 11 of Schedule 5 to the Housing Act 1985, a social tenant can be denied the Right to Buy if the landlord considers that the property concerned is particularly suitable for occupation by elderly persons. Department of the Environment Circular 13/93 contains guidance to social landlords on the features that make a property particularly suitable for elderly persons.  
  
This consultation document invites views on proposed changes to the guidance given in Part II of Circular 13/93.
",http://www.communities.gov.uk/documents/housing/pdf/138181.pdf,"Exemption from the Right to Buy of dwellings that are particularly suitable for
occupation by elderly persons",http://www.communities.gov.uk/documents/housing/rtf/157494.rtf,Exemption from the Right to Buy of dwellings that are particularly suitable for occupation by elderly persons - consultation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20 May 2004,6 August 2004,,,,
http://www.communities.gov.uk/archived/publications/regeneration/thamesudcresponses,Sustainable Communities: An Urban Development Corporation for the London Thames Gateway - Decision Document,"On 17 November 2003, a consultation paper was published on the proposed London Thames Gateway Urban Development Corporation (UDC). The paper sought comments on the area the UDC should cover, the planning powers it should have and its relationship with the London 2012 Olympic bid.

In total ninety-eight responses to this consultation were received. This document provides an analysis of the responses.
",http://www.communities.gov.uk/documents/regeneration/pdf/131348.pdf,An UDC for the London Thames Gateway: A Decision Document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 May 2004,,,,,
http://www.communities.gov.uk/publications/regeneration/sustainablecommunities4,Sustainable communities: an Urban Development Corporation for West Northamptonshire: a decision document,"Sustainable communities: an Urban Development Corporation for West Northamptonshire: a decision document 
",http://www.communities.gov.uk/documents/corporate/pdf/145428.pdf,An UDC for West Northamptonshire: A Decision Document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27 April 2004,,,,,
http://www.communities.gov.uk/archived/publications/housing/housingbillrace,Housing Bill Race Equality Impact Assessment (REIA): Consultation paper and Summary of responses,"Comments were sought upon the proposals within the Housing Bill from a race equality perspective. The assessments were produced in keeping with all legal obligations for developing new policy. Consultation period ran from 26 April 2004 to 4 June 2004.
",http://www.communities.gov.uk/documents/housing/pdf/138805.pdf,Housing Bill Race Equality Impact Assessment (REIA): Consultation paper,http://www.communities.gov.uk/documents/housing/pdf/156432.pdf,Housing Bill Race Equality Impact Assessment (REIA): Consultation Response,http://www.communities.gov.uk/documents/housing/rtf/156846.rtf,Housing Bill Race Equality Impact Assessment (REIA): Consultation Response,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26 April 2004,,,,,
http://www.communities.gov.uk/archived/publications/planningandbuilding/highhedgesdraft,High Hedges Complaints Prevention and Cure: Consultation Draft,"This consultation paper seeks views on this draft guidance, principally for local authorities, on administering complaints about neighbouring high hedges.

**Note:** The above publication was issued by our former department, the Office of the Deputy Prime Minister (ODPM). ODPM became Communities and Local Government on **5 May 2006** - all references in the text to ODPM now refer to Communities and Local Government.

_Note on quality: the files attached to this page were converted from a legacy website by automatic process, and may contain minor formatting errors. The text of the document is complete and as originally published._
",http://www.communities.gov.uk/documents/planningandbuilding/pdf/highhedgesdraft.pdf,High Hedges Complaints Prevention and Cure: Consultation Draft,http://www.communities.gov.uk/documents/planningandbuilding/rtf/highhedgesdraft.rtf,High hedges Complaints Prevention and Cure: Consultation Draft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6 April 2004,30 June 2004,,,,
