old_url,type,title,summary,body,publication_date_iso,publication_date,urn,attachment_1,attachment_1_title,attachment_2,attachment_2_title,publication_series,associated_policies,associated_organisations,geo_scope,geo_breakdown,i
http://www.dft.gov.uk/statistics/tables/nts0701,Table,NTS0701,Download table NTS0701 – Variations in travel by household car availability and personal car access: Great Britain (with chart) (XLS – 102 KB),"## Download table

  * [NTS0701 - Variations in travel by household car availability and personal car access: Great Britain (with chart) (XLS - 102 KB)](http://assets.dft.gov.uk/statistics/tables/nts0701.xls)

## Contact us

  * [national.travelsurvey@dft.gsi.gov.uk](mailto:national.travelsurvey@dft.gsi.gov.uk)
  * Phone: 020 7944 3097

## Help downloading or accessing files

  * See [help with downloads](/site/help/downloads)
  * Email [national.travelsurvey@dft.gsi.gov.uk](mailto:national.travelsurvey@dft.gsi.gov.uk) for an alternative format
",2011-07-28,28 July 2011,NTS0701,http://assets.dft.gov.uk/statistics/tables/nts0701.xls,NTS0701 – Variations in travel by household car availability and personal car access: Great Britain (with chart) (XLS – 102 KB),,,National Travel Survey,"Cars, Distance travelled, Drivers, Journey time, Journeys / Trips, Ownership, Personal travel",Department for Transport,Great Britain,Not applicable,483
http://www.dft.gov.uk/statistics/tables/nts0702,Table,NTS0702,Download table NTS0702 – Travel by personal car access- gender and main mode/mode: Great Britain (XLS – 38 KB),"## Download table

  * [NTS0702 - Travel by personal car access- gender and main mode/mode: Great Britain (XLS - 38 KB)](http://assets.dft.gov.uk/statistics/tables/nts0702.xls)

## Contact us

  * [national.travelsurvey@dft.gsi.gov.uk](mailto:national.travelsurvey@dft.gsi.gov.uk)
  * Phone: 020 7944 3097

## Help downloading or accessing files

  * See [help with downloads](/site/help/downloads)
  * Email [national.travelsurvey@dft.gsi.gov.uk](mailto:national.travelsurvey@dft.gsi.gov.uk) for an alternative format
",2011-07-28,28 July 2011,NTS0702,http://assets.dft.gov.uk/statistics/tables/nts0702.xls,NTS0702 – Travel by personal car access- gender and main mode/mode: Great Britain (XLS – 38 KB),,,National Travel Survey,"Buses and coaches, Cars, Cycling / Cyclists, Distance travelled, Journey time, Journeys / Trips, Personal travel, Walking / Pedestrians",Department for Transport,Great Britain,Not applicable,484
http://www.dft.gov.uk/statistics/tables/nts0703,Table,NTS0703,Download table NTS0703 – Household car availability by household income quintile: Great Britain (with chart) (XLS – 49 KB),"## Download table

  * [NTS0703 - Household car availability by household income quintile: Great Britain (with chart) (XLS - 49 KB)](http://assets.dft.gov.uk/statistics/tables/nts0703.xls)

## Contact us

  * [national.travelsurvey@dft.gsi.gov.uk](mailto:national.travelsurvey@dft.gsi.gov.uk)
  * Phone: 020 7944 3097

## Help downloading or accessing files

  * See [help with downloads](/site/help/downloads)
  * Email [national.travelsurvey@dft.gsi.gov.uk](mailto:national.travelsurvey@dft.gsi.gov.uk) for an alternative format
",2011-07-28,28 July 2011,NTS0703,http://assets.dft.gov.uk/statistics/tables/nts0703.xls,NTS0703 – Household car availability by household income quintile: Great Britain (with chart) (XLS – 49 KB),,,National Travel Survey,"Distance travelled, Drivers, Journeys / Trips, Mode of travel, Ownership, Personal travel",Department for Transport,Great Britain,Not applicable,485
http://www.dft.gov.uk/statistics/tables/nts0704,Table,NTS0704,Download table NTS0704 – Adult personal car availability by household income quintile: Great Britain (XLS – 35 KB),"## Download table

  * [NTS0704 - Adult personal car availability by household income quintile: Great Britain (XLS - 35 KB)](http://assets.dft.gov.uk/statistics/tables/nts0704.xls)

## Contact us

  * [national.travelsurvey@dft.gsi.gov.uk](mailto:national.travelsurvey@dft.gsi.gov.uk)
  * Phone: 020 7944 3097

## Help downloading or accessing files

  * See [help with downloads](/site/help/downloads)
  * Email [national.travelsurvey@dft.gsi.gov.uk](mailto:national.travelsurvey@dft.gsi.gov.uk) for an alternative format
",2011-07-28,28 July 2011,NTS0704,http://assets.dft.gov.uk/statistics/tables/nts0704.xls,NTS0704 – Adult personal car availability by household income quintile: Great Britain (XLS – 35 KB),,,National Travel Survey,"Cars, Drivers, Ownership, Personal travel",Department for Transport,Great Britain,Not applicable,486
http://www.dft.gov.uk/statistics/tables/nts0705,Table,NTS0705,Download table NTS0705 – Travel by household income quintile and main mode/mode: Great Britain (with chart) (XLS – 64KB),"## Download table

  * [NTS0705 - Travel by household income quintile and main mode/mode: Great Britain (with chart) (XLS - 64KB)](http://assets.dft.gov.uk/statistics/tables/nts0705.xls)

## Contact us

  * [national.travelsurvey@dft.gsi.gov.uk](mailto:national.travelsurvey@dft.gsi.gov.uk)
  * Phone: 020 7944 3097

## Help downloading or accessing files

  * See [help with downloads](/site/help/downloads)
  * Email [national.travelsurvey@dft.gsi.gov.uk](mailto:national.travelsurvey@dft.gsi.gov.uk) for an alternative format
",2011-07-28,28 July 2011,NTS0705,http://assets.dft.gov.uk/statistics/tables/nts0705.xls,NTS0705 – Travel by household income quintile and main mode/mode: Great Britain (with chart) (XLS – 64KB),,,National Travel Survey,"Buses and coaches, Cars, Cycling / Cyclists, Distance travelled, Journeys / Trips, Mode of travel, Personal travel, Walking / Pedestrians",Department for Transport,Great Britain,Not applicable,487
http://www.dft.gov.uk/statistics/tables/nts0706,Table,NTS0706,Download table NTS0706 – Travel by household type and main mode/mode: Great Britain (XLS – 38 KB),"## Download table

  * [NTS0706 - Travel by household type and main mode/mode: Great Britain (XLS - 38 KB)](http://assets.dft.gov.uk/statistics/tables/nts0706.xls)

## Contact us

  * [national.travelsurvey@dft.gsi.gov.uk](mailto:national.travelsurvey@dft.gsi.gov.uk)
  * Phone: 020 7944 3097

## Help downloading or accessing files

  * See [help with downloads](/site/help/downloads)
  * Email [national.travelsurvey@dft.gsi.gov.uk](mailto:national.travelsurvey@dft.gsi.gov.uk) for an alternative format
",2011-07-28,28 July 2011,NTS0706,http://assets.dft.gov.uk/statistics/tables/nts0706.xls,NTS0706 – Travel by household type and main mode/mode: Great Britain  (XLS – 38 KB),,,National Travel Survey,"Buses and coaches, Cars, Cycling / Cyclists, Distance travelled, Journeys / Trips, Mode of travel, Personal travel, Walking / Pedestrians",Department for Transport,Great Britain,Not applicable,488
http://www.dft.gov.uk/statistics/tables/nts0707,Table,NTS0707,Download table NTS0707 – Adult personal car availability by ethnic group: Great Britain (XLS – 37 KB),"## Download table

  * [NTS0707 - Adult personal car availability by ethnic group: Great Britain (XLS - 37 KB)](http://assets.dft.gov.uk/statistics/tables/nts0707.xls)

## Contact us

  * [national.travelsurvey@dft.gsi.gov.uk](mailto:national.travelsurvey@dft.gsi.gov.uk)
  * Phone: 020 7944 3097

## Help downloading or accessing files

  * See [help with downloads](/site/help/downloads)
  * Email [national.travelsurvey@dft.gsi.gov.uk](mailto:national.travelsurvey@dft.gsi.gov.uk) for an alternative format
",2011-07-28,28 July 2011,NTS0707,http://assets.dft.gov.uk/statistics/tables/nts0707.xls,NTS0707 – Adult personal car availability by ethnic group: Great Britain (XLS – 37 KB),,,National Travel Survey,"Cars, Drivers, Ownership, Personal travel",Department for Transport,Great Britain,Not applicable,489
http://www.dft.gov.uk/statistics/tables/nts0708,Table,NTS0708,Download table NTS0708 – Travel by National Statistics socio-economic classification (NS-SEC) and main mode/mode: Great Britain (XLS – 37 KB),"## Download table

  * [NTS0708 - Travel by National Statistics socio-economic classification (NS-SEC) and main mode/mode: Great Britain (XLS - 37 KB)](http://assets.dft.gov.uk/statistics/tables/nts0708.xls)

## Contact us

  * [national.travelsurvey@dft.gsi.gov.uk](mailto:national.travelsurvey@dft.gsi.gov.uk)
  * Phone: 020 7944 3097

## Help downloading or accessing files

  * See [help with downloads](/site/help/downloads)
  * Email [national.travelsurvey@dft.gsi.gov.uk](mailto:national.travelsurvey@dft.gsi.gov.uk) for an alternative format
",2011-07-28,28 July 2011,NTS0708,http://assets.dft.gov.uk/statistics/tables/nts0708.xls,NTS0708 – Travel by National Statistics socio-economic classification (NS-SEC) and main mode/mode: Great Britain (XLS – 37 KB),,,National Travel Survey,"Buses and coaches, Cars, Cycling / Cyclists, Distance travelled, Journeys / Trips, Mode of travel, Personal travel, Walking / Pedestrians",Department for Transport,Great Britain,Not applicable,490
http://www.dft.gov.uk/statistics/tables/nts0801,Table,NTS0801,Download table NTS0801 – Time taken to walk to nearest bus stop by area type and bus availability indicator: Great Britain and England (with chart) (XLS – 56 KB),"## Download table

  * [NTS0801 - Time taken to walk to nearest bus stop by area type and bus availability indicator: Great Britain and England (with chart) (XLS - 56 KB)](http://assets.dft.gov.uk/statistics/tables/nts0801.xls)

## Contact us

  * [national.travelsurvey@dft.gsi.gov.uk](mailto:national.travelsurvey@dft.gsi.gov.uk)
  * Phone: 020 7944 3097

## Help downloading or accessing files

  * See [help with downloads](/site/help/downloads)
  * Email [national.travelsurvey@dft.gsi.gov.uk](mailto:national.travelsurvey@dft.gsi.gov.uk) for an alternative format
",2011-07-28,28 July 2011,NTS0801,http://assets.dft.gov.uk/statistics/tables/nts0801.xls,NTS0801 – Time taken to walk to nearest bus stop by area type and bus availability indicator: Great Britain and England (with chart)  (XLS – 56 KB),,,National Travel Survey,"Buses and coaches, Journey time, Personal travel",Department for Transport,Great Britain,Rural / urban areas,491
http://www.dft.gov.uk/statistics/tables/nts0802,Table,NTS0802,Download table NTS0802 – Ratings of frequency and reliability of local buses and trains: Great Britain- since 2002 (XLS – 39 KB),"## Download table

  * [NTS0802 - Ratings of frequency and reliability of local buses and trains: Great Britain- since 2002 (XLS - 39 KB)](http://assets.dft.gov.uk/statistics/tables/nts0802.xls)

## Contact us

  * [national.travelsurvey@dft.gsi.gov.uk](mailto:national.travelsurvey@dft.gsi.gov.uk)
  * Phone: 020 7944 3097

## Help downloading or accessing files

  * See [help with downloads](/site/help/downloads)
  * Email [national.travelsurvey@dft.gsi.gov.uk](mailto:national.travelsurvey@dft.gsi.gov.uk) for an alternative format
",2011-07-28,28 July 2011,NTS0802,http://assets.dft.gov.uk/statistics/tables/nts0802.xls,NTS0802 – Ratings of frequency and reliability of local buses and trains: Great Britain- since 2002 (XLS – 39 KB),,,National Travel Survey,"Buses and coaches, Performance and reliability, Personal travel",Department for Transport,Great Britain,Not applicable,492
http://www.dft.gov.uk/statistics/tables/nts0803,Table,NTS0803,Download table NTS0803 – Shortest journey time to local facilities on foot or by public transport: Great Britain- since 2005 (XLS – 44 KB),"## Download table

  * [NTS0803 - Shortest journey time to local facilities on foot or by public transport: Great Britain- since 2005 (XLS - 44 KB)](http://assets.dft.gov.uk/statistics/tables/nts0803.xls)

## Contact us

  * [national.travelsurvey@dft.gsi.gov.uk](mailto:national.travelsurvey@dft.gsi.gov.uk)
  * Phone: 020 7944 3097

## Help downloading or accessing files

  * See [help with downloads](/site/help/downloads)
  * Email [national.travelsurvey@dft.gsi.gov.uk](mailto:national.travelsurvey@dft.gsi.gov.uk) for an alternative format
",2011-07-28,28 July 2011,NTS0803,http://assets.dft.gov.uk/statistics/tables/nts0803.xls,NTS0803 – Shortest journey time to local facilities on foot or by public transport: Great Britain- since 2005 (XLS – 44 KB),,,National Travel Survey,"Journey time, Personal travel, Walking / Pedestrians",Department for Transport,Great Britain,Not applicable,493
http://www.dft.gov.uk/statistics/tables/nts0804,Table,NTS0804,Download table NTS0804 – Workplace and working at home: Great Britain- since 2002 (XLS – 35 KB),"## Download table

  * [NTS0804 - Workplace and working at home: Great Britain- since 2002 (XLS - 35 KB)](http://assets.dft.gov.uk/statistics/tables/nts0804.xls)

## Contact us

  * [national.travelsurvey@dft.gsi.gov.uk](mailto:national.travelsurvey@dft.gsi.gov.uk)
  * Phone: 020 7944 3097

## Help downloading or accessing files

  * See [help with downloads](/site/help/downloads)
  * Email [national.travelsurvey@dft.gsi.gov.uk](mailto:national.travelsurvey@dft.gsi.gov.uk) for an alternative format
",2011-07-28,28 July 2011,NTS0804,http://assets.dft.gov.uk/statistics/tables/nts0804.xls,NTS0804 – Workplace and working at home: Great Britain- since 2002 (XLS – 35 KB),,,National Travel Survey,Personal travel,Department for Transport,Great Britain,Not applicable,494
http://www.dft.gov.uk/statistics/tables/nts0805,Table,NTS0805,Download table NTS0805 – Workplace by employment status and gender: Great Britain (XLS – 36 KB),"## Download table

  * [NTS0805 - Workplace by employment status and gender: Great Britain (XLS - 36 KB)](http://assets.dft.gov.uk/statistics/tables/nts0805.xls)

## Contact us

  * [national.travelsurvey@dft.gsi.gov.uk](mailto:national.travelsurvey@dft.gsi.gov.uk)
  * Phone: 020 7944 3097

## Help downloading or accessing files

  * See [help with downloads](/site/help/downloads)
  * Email [national.travelsurvey@dft.gsi.gov.uk](mailto:national.travelsurvey@dft.gsi.gov.uk) for an alternative format
",2011-07-28,28 July 2011,NTS0805,http://assets.dft.gov.uk/statistics/tables/nts0805.xls,NTS0805 – Workplace by employment status and gender: Great Britain (XLS – 36 KB),,,National Travel Survey,Personal travel,Department for Transport,Great Britain,Not applicable,495
http://www.dft.gov.uk/statistics/tables/nts0806,Table,NTS0806,Download table NTS0806 – Deliveries of goods and services: Great Britain- since 2002 (XLS – 40 KB),"## Download table

  * [NTS0806 - Deliveries of goods and services: Great Britain- since 2002 (XLS - 40 KB)](http://assets.dft.gov.uk/statistics/tables/nts0806.xls)

## Contact us

  * [national.travelsurvey@dft.gsi.gov.uk](mailto:national.travelsurvey@dft.gsi.gov.uk)
  * Phone: 020 7944 3097

## Help downloading or accessing files

  * See [help with downloads](/site/help/downloads)
  * Email [national.travelsurvey@dft.gsi.gov.uk](mailto:national.travelsurvey@dft.gsi.gov.uk) for an alternative format
",2011-07-28,28 July 2011,NTS0806,http://assets.dft.gov.uk/statistics/tables/nts0806.xls,NTS0806 – Deliveries of goods and services: Great Britain- since 2002 (XLS – 40 KB),,,National Travel Survey,Personal travel,Department for Transport,Great Britain,Not applicable,496
http://www.dft.gov.uk/statistics/tables/nts0901,Table,NTS0901,"Download table NTS0901 – Annual mileage of 4-wheeled cars by type and trip purpose: Great Britain, from 1995/97 (XLS – 49 KB)","## Download table

  * [NTS0901 - Annual mileage of 4-wheeled cars by type and trip purpose: Great Britain, from 1995/97 (XLS - 49 KB)](http://assets.dft.gov.uk/statistics/tables/nts0901.xls)

## Contact us

  * [national.travelsurvey@dft.gsi.gov.uk](mailto:national.travelsurvey@dft.gsi.gov.uk)
  * Phone: 020 7944 3097

## Help downloading or accessing files

  * See [help with downloads](/site/help/downloads)
  * Email [national.travelsurvey@dft.gsi.gov.uk](mailto:national.travelsurvey@dft.gsi.gov.uk) for an alternative format
",2011-07-28,28 July 2011,NTS0901,http://assets.dft.gov.uk/statistics/tables/nts0901.xls,"NTS0901 – Annual mileage of 4-wheeled cars by type and trip purpose: Great Britain, from 1995/97 (XLS – 49 KB)",,,National Travel Survey,"Cars, Distance travelled, Personal travel, TSGB",Department for Transport,Great Britain,Not applicable,497
http://www.dft.gov.uk/statistics/tables/nts0902,Table,NTS0902,Download table NTS0902 – Annual mileage of petrol and diesel 4-wheeled cars: Great Britain- since 1995/97 (XLS – 33 KB),"## Download table

  * [NTS0902 - Annual mileage of petrol and diesel 4-wheeled cars: Great Britain- since 1995/97 (XLS - 33 KB)](http://assets.dft.gov.uk/statistics/tables/nts0902.xls)

## Contact us

  * [national.travelsurvey@dft.gsi.gov.uk](mailto:national.travelsurvey@dft.gsi.gov.uk)
  * Phone: 020 7944 3097

## Help downloading or accessing files

  * See [help with downloads](/site/help/downloads)
  * Email [national.travelsurvey@dft.gsi.gov.uk](mailto:national.travelsurvey@dft.gsi.gov.uk) for an alternative format
",2011-07-28,28 July 2011,NTS0902,http://assets.dft.gov.uk/statistics/tables/nts0902.xls,NTS0902 – Annual mileage of petrol and diesel 4-wheeled cars: Great Britain- since 1995/97 (XLS – 33 KB),,,National Travel Survey,"Cars, Distance travelled, Fuel type, Personal travel",Department for Transport,Great Britain,Not applicable,498
http://www.dft.gov.uk/statistics/tables/nts0903,Table,NTS0903,Download table NTS0903 – Annual mileage of 4-wheeled cars by fuel type and trip purpose: Great Britain (XLS – 35 KB),"## Download table

  * [NTS0903 - Annual mileage of 4-wheeled cars by fuel type and trip purpose: Great Britain (XLS - 35 KB)](http://assets.dft.gov.uk/statistics/tables/nts0903.xls)

## Contact us

  * [national.travelsurvey@dft.gsi.gov.uk](mailto:national.travelsurvey@dft.gsi.gov.uk)
  * Phone: 020 7944 3097

## Help downloading or accessing files

  * See [help with downloads](/site/help/downloads)
  * Email [national.travelsurvey@dft.gsi.gov.uk](mailto:national.travelsurvey@dft.gsi.gov.uk) for an alternative format
",2011-07-28,28 July 2011,NTS0903,http://assets.dft.gov.uk/statistics/tables/nts0903.xls,NTS0903 – Annual mileage of 4-wheeled cars by fuel type and trip purpose: Great Britain (XLS – 35 KB),,,National Travel Survey,"Cars, Distance travelled, Fuel type, Personal travel",Department for Transport,Great Britain,Not applicable,499
http://www.dft.gov.uk/statistics/tables/nts0904,Table,NTS0904,Download table NTS0904 – Annual mileage of 4-wheeled cars: Great Britain- since 2002 (XLS – 36 KB),"## Download table

  * [NTS0904 - Annual mileage of 4-wheeled cars: Great Britain- since 2002 (XLS - 36 KB)](http://assets.dft.gov.uk/statistics/tables/nts0904.xls)

## Contact us

  * [national.travelsurvey@dft.gsi.gov.uk](mailto:national.travelsurvey@dft.gsi.gov.uk)
  * Phone: 020 7944 3097

## Help downloading or accessing files

  * See [help with downloads](/site/help/downloads)
  * Email [national.travelsurvey@dft.gsi.gov.uk](mailto:national.travelsurvey@dft.gsi.gov.uk) for an alternative format
",2011-07-28,28 July 2011,NTS0904,http://assets.dft.gov.uk/statistics/tables/nts0904.xls,NTS0904 – Annual mileage of 4-wheeled cars: Great Britain- since 2002 (XLS – 36 KB),,,National Travel Survey,"Cars, Distance travelled, Personal travel",Department for Transport,Great Britain,Not applicable,500
http://www.dft.gov.uk/statistics/tables/nts0905,Table,NTS0905,Download table NTS0905 – Car occupancy: Great Britain- since 1995/97 (XLS – 36 KB),"## Download table

  * [NTS0905 - Car occupancy: Great Britain- since 1995/97 (XLS - 36 KB)](http://assets.dft.gov.uk/statistics/tables/nts0905.xls)

## Contact us

  * [national.travelsurvey@dft.gsi.gov.uk](mailto:national.travelsurvey@dft.gsi.gov.uk)
  * Phone: 020 7944 3097

## Help downloading or accessing files

  * See [help with downloads](/site/help/downloads)
  * Email [national.travelsurvey@dft.gsi.gov.uk](mailto:national.travelsurvey@dft.gsi.gov.uk) for an alternative format
",2011-07-28,28 July 2011,NTS0905,http://assets.dft.gov.uk/statistics/tables/nts0905.xls,NTS0905 – Car occupancy: Great Britain- since 1995/97 (XLS – 36 KB),,,National Travel Survey,"Cars, Drivers, Occupancy, Personal travel",Department for Transport,Great Britain,Not applicable,501
http://www.dft.gov.uk/statistics/tables/nts0906,Table,NTS0906,Download table NTS0906 – Car occupancy by trip purpose: Great Britain (XLS – 35 KB),"## Download table

  * [NTS0906 - Car occupancy by trip purpose: Great Britain (XLS - 35 KB)](http://assets.dft.gov.uk/statistics/tables/nts0906.xls)

## Contact us

  * [national.travelsurvey@dft.gsi.gov.uk](mailto:national.travelsurvey@dft.gsi.gov.uk)
  * Phone: 020 7944 3097

## Help downloading or accessing files

  * See [help with downloads](/site/help/downloads)
  * Email [national.travelsurvey@dft.gsi.gov.uk](mailto:national.travelsurvey@dft.gsi.gov.uk) for an alternative format
",2011-07-28,28 July 2011,NTS0906,http://assets.dft.gov.uk/statistics/tables/nts0906.xls,NTS0906 – Car occupancy by trip purpose: Great Britain (XLS – 35 KB),,,National Travel Survey,"Cars, Occupancy, Personal travel, Purpose of travel",Department for Transport,Great Britain,Not applicable,502
http://www.dft.gov.uk/statistics/tables/nts0907,Table,NTS0907,Download table NTS0907 – Cars with or without satellite navigation technology by type: Great Britain (XLS – 33 KB),"## Download table

  * [NTS0907 - Cars with or without satellite navigation technology by type: Great Britain (XLS - 33 KB)](http://assets.dft.gov.uk/statistics/tables/nts0907.xls)

## Contact us

  * [national.travelsurvey@dft.gsi.gov.uk](mailto:national.travelsurvey@dft.gsi.gov.uk)
  * Phone: 020 7944 3097

## Help downloading or accessing files

  * See [help with downloads](/site/help/downloads)
  * Email [national.travelsurvey@dft.gsi.gov.uk](mailto:national.travelsurvey@dft.gsi.gov.uk) for an alternative format
",2011-07-28,28 July 2011,NTS0907,http://assets.dft.gov.uk/statistics/tables/nts0907.xls,NTS0907 – Cars with or without satellite navigation technology by type: Great Britain (XLS – 33 KB),,,National Travel Survey,"Cars, Personal travel",Department for Transport,Great Britain,Not applicable,503
http://www.dft.gov.uk/statistics/tables/nts0908,Table,NTS0908,Download table NTS0908 – Where vehicles are parked overnight by area type: Great Britain (with chart) (XLS – 49 KB),"## Download table

  * [NTS0908 - Where vehicles are parked overnight by area type: Great Britain (with chart) (XLS - 49 KB)](http://assets.dft.gov.uk/statistics/tables/nts0908.xls)

## Contact us

  * [national.travelsurvey@dft.gsi.gov.uk](mailto:national.travelsurvey@dft.gsi.gov.uk)
  * Phone: 020 7944 3097

## Help downloading or accessing files

  * See [help with downloads](/site/help/downloads)
  * Email [national.travelsurvey@dft.gsi.gov.uk](mailto:national.travelsurvey@dft.gsi.gov.uk) for an alternative format
",2011-07-28,28 July 2011,NTS0908,http://assets.dft.gov.uk/statistics/tables/nts0908.xls,NTS0908 – Where vehicles are parked overnight by area type: Great Britain (with chart) (XLS – 49 KB),,,National Travel Survey,"Cars, Personal travel",Department for Transport,Great Britain,Not applicable,504
http://www.dft.gov.uk/statistics/tables/nts9901,Table,NTS9901,Download table NTS9901 – Full car driving licence holders by gender- region and area type: Great Britain (XLS – 71 KB),"## Download table

  * [NTS9901 - Full car driving licence holders by gender- region and area type: Great Britain (XLS - 71 KB)](http://assets.dft.gov.uk/statistics/tables/nts9901.xls)

## Contact us

  * [national.travelsurvey@dft.gsi.gov.uk](mailto:national.travelsurvey@dft.gsi.gov.uk)
  * Phone: 020 7944 3097

## Help downloading or accessing files

  * See [help with downloads](/site/help/downloads)
  * Email [national.travelsurvey@dft.gsi.gov.uk](mailto:national.travelsurvey@dft.gsi.gov.uk) for an alternative format
",2011-10-06,6 October 2011,NTS9901,http://assets.dft.gov.uk/statistics/tables/nts9901.xls,NTS9901 – Full car driving licence holders by gender- region and area type: Great Britain (XLS – 71 KB),,,National Travel Survey,"Cars, Drivers, Personal travel",Department for Transport,Great Britain,Regions,505
http://www.dft.gov.uk/statistics/tables/nts9902,Table,NTS9902,Download table NTS9902 – Household car ownership by region and area type: Great Britain (XLS – 79 KB),"## Download table

  * [NTS9902 - Household car ownership by region and area type: Great Britain (XLS - 79 KB)](http://assets.dft.gov.uk/statistics/tables/nts9902.xls)

## Contact us

  * [national.travelsurvey@dft.gsi.gov.uk](mailto:national.travelsurvey@dft.gsi.gov.uk)
  * Phone: 020 7944 3097

## Help downloading or accessing files

  * See [help with downloads](/site/help/downloads)
  * Email [national.travelsurvey@dft.gsi.gov.uk](mailto:national.travelsurvey@dft.gsi.gov.uk) for an alternative format
",2011-10-06,6 October 2011,NTS9902,http://assets.dft.gov.uk/statistics/tables/nts9902.xls,NTS9902 – Household car ownership by region and area type: Great Britain (XLS – 79 KB),,,National Travel Survey,"Cars, Ownership, Personal travel, TSGB",Department for Transport,Great Britain,Regions,506
http://www.dft.gov.uk/statistics/tables/nts9903,Table,NTS9903,Download table NTS9903 – Average number of trips (trip rates) by main mode- region and area type: Great Britain (XLS – 169 KB),"## Download table

  * [NTS9903 - Average number of trips (trip rates) by main mode- region and area type: Great Britain (XLS - 169 KB)](http://assets.dft.gov.uk/statistics/tables/nts9903.xls)

## Contact us

  * [national.travelsurvey@dft.gsi.gov.uk](mailto:national.travelsurvey@dft.gsi.gov.uk)
  * Phone: 020 7944 3097

## Help downloading or accessing files

  * See [help with downloads](/site/help/downloads)
  * Email [national.travelsurvey@dft.gsi.gov.uk](mailto:national.travelsurvey@dft.gsi.gov.uk) for an alternative format
",2011-10-06,6 October 2011,NTS9903,http://assets.dft.gov.uk/statistics/tables/nts9903.xls,NTS9903 – Average number of trips (trip rates) by main mode- region and area type: Great Britain  (XLS – 169 KB),,,National Travel Survey,"Buses and coaches, Cars, Journeys / Trips, Mode of travel, Personal travel, Walking / Pedestrians",Department for Transport,Great Britain,Regions,507
http://www.dft.gov.uk/statistics/tables/nts9904,Table,NTS9904,Download table NTS9904 – Average distance travelled by mode- region and area type: Great Britain (XLS – 169 KB),"## Download table

  * [NTS9904 - Average distance travelled by mode- region and area type: Great Britain (XLS - 169 KB)](http://assets.dft.gov.uk/statistics/tables/nts9904.xls)

## Contact us

  * [national.travelsurvey@dft.gsi.gov.uk](mailto:national.travelsurvey@dft.gsi.gov.uk)
  * Phone: 020 7944 3097

## Help downloading or accessing files

  * See [help with downloads](/site/help/downloads)
  * Email [national.travelsurvey@dft.gsi.gov.uk](mailto:national.travelsurvey@dft.gsi.gov.uk) for an alternative format
",2011-10-06,6 October 2011,NTS9904,http://assets.dft.gov.uk/statistics/tables/nts9904.xls,NTS9904 – Average distance travelled by mode- region and area type: Great Britain  (XLS – 169 KB),,,National Travel Survey,"Buses and coaches, Cars, Distance travelled, Mode of travel, Personal travel, Walking / Pedestrians",Department for Transport,Great Britain,Regions,508
http://www.dft.gov.uk/statistics/tables/nts9905,Table,NTS9905,Download table NTS9905 – Percentage of trips by region and area type of origin and destination: Great Britain (XLS – 178 KB),"## Download table

  * [NTS9905 - Percentage of trips by region and area type of origin and destination: Great Britain (XLS - 178 KB)](http://assets.dft.gov.uk/statistics/tables/nts9905.xls)

## Contact us

  * [national.travelsurvey@dft.gsi.gov.uk](mailto:national.travelsurvey@dft.gsi.gov.uk)
  * Phone: 020 7944 3097

## Help downloading or accessing files

  * See [help with downloads](/site/help/downloads)
  * Email [national.travelsurvey@dft.gsi.gov.uk](mailto:national.travelsurvey@dft.gsi.gov.uk) for an alternative format
",2011-10-06,6 October 2011,NTS9905,http://assets.dft.gov.uk/statistics/tables/nts9905.xls,NTS9905 – Percentage of trips by region and area type of origin and destination: Great Britain (XLS – 178 KB),,,National Travel Survey,"Journeys / Trips, Personal travel",Department for Transport,Great Britain,Regions,509
http://www.dft.gov.uk/statistics/tables/nts9906,Table,NTS9906,Download table NTS9906 – Average number of trips (trip rates) by purpose- region and area type: Great Britain (XLS – 178 KB),"## Download table

  * [NTS9906 - Average number of trips (trip rates) by purpose- region and area type: Great Britain (XLS - 178 KB)](http://assets.dft.gov.uk/statistics/tables/nts9906.xls)

## Contact us

  * [national.travelsurvey@dft.gsi.gov.uk](mailto:national.travelsurvey@dft.gsi.gov.uk)
  * Phone: 020 7944 3097

## Help downloading or accessing files

  * See [help with downloads](/site/help/downloads)
  * Email [national.travelsurvey@dft.gsi.gov.uk](mailto:national.travelsurvey@dft.gsi.gov.uk) for an alternative format
",2011-10-06,6 October 2011,NTS9906,http://assets.dft.gov.uk/statistics/tables/nts9906.xls,NTS9906 – Average number of trips (trip rates) by purpose- region and area type: Great Britain (XLS – 178 KB),,,National Travel Survey,"Journeys / Trips, Personal travel, Purpose of travel",Department for Transport,Great Britain,Regions,510
