old_url,i,body,associated_organisations,title,delivered_on_date,summary,delivered_by,date,speech_type,associated_policies
http://www.dft.gov.uk/news/statements/penning-20120704a,137,"**The Parliamentary Under Secretary of State for Transport (Mike Penning)**: In December 2011, I launched a [full consultation around a programme of work to transform the way that the DVLA delivers](/dvla//consultations/response_to_transformation.aspx) its services to customers. The consultation recognised the need to modernise the way these services are delivered and to respond to the growing demand for more flexible public services.

Today I am announcing that DVLA will press ahead with its proposals to modernise its services. As a result of this decision the DVLA will centralise its enforcement operations by March 2013 and will close its 39 local offices by the end of 2013. While I recognise that a large number of respondents expressed concerns, I believe that many of these concerns can be mitigated and I am confident that this programme will result in modern, effective services delivering savings of £26m each year.

I am also announcing that DVLA will work to ensure that customers in Northern Ireland have access to the full range of vehicle services available to the rest of the UK. This will include on-line taxing of vehicles and introducing additional benefits such as retaining registration marks.

The DVLA will build on its successes in electronic delivery by providing more transactions online. Local businesses will act as intermediaries to offer motorists more convenient access to certain DVLA services through at least 4000 outlets nationwide compared to the current 39 DVLA local offices. The DVLA will ensure that alternative service channels will be available before offices close.

Many of the concerns arising from the consultation related to issues around potential degradation of services and uncertainty over the alternative channels. The DVLA has developed its proposals to address these concerns. Discussions with stakeholders have helped shape these proposals, which will provide the motor trade and individual motorists with a more efficient and effective service through a greater number of convenient, accessible channels.

I am grateful to all those who engaged in the consultation process as their views have helped to develop the proposals in a way that can ensure customer needs are met.

Today, I am publishing a package of documents, including an impact assessment and a formal response to the consultation. These documents provide more detail of the future services and will be available on the DVLA website and in the Library of the House.

I am committed to maintaining or enhancing current service levels for all motorists and the DVLA will continue to work with stakeholders to support their transition onto new channels.

## Related information

  * [DVLA](/dvla/)

 
",Department for Transport,Driver and Vehicle Licensing Agency (DVLA),4 July 2012,"Written statement by Mike Penning MP, Parliamentary Under-Secretary of State for Transport.",Mike Penning MP,2012-07-04,Written statement,"Roads, Vehicles"
http://www.dft.gov.uk/news/statements/penning-20120710a,138,"**The Parliamentary Under Secretary of State for Transport (Mike Penning):** Last year I asked the Driving Standards Agency (DSA) to consider arrangements for delivering practical car driving tests from premises other than traditional driving test centres such as local authority buildings or leisure centres to provide a more local service for candidates. On 27 March 2012 I announced to the House the next steps of that programme. I also informed the House that we would be seeking public and private organisations to work in partnership with the DSA to identify and provide locations from which the practical car test could be delivered.

I am pleased to report that real progress has been made and there are proposals being developed for partnerships with Halfords Group PLC and Mantra Learning Limited. Subject to working agreements being finalised and suitable premises with driving test routes being identified, driving tests should be delivered, in the locations I have already announced, from premises of these organisations in the near future. These will be non exclusive arrangements and DSA may, in future, consider other partnering agreements to provide premises, which meet its criteria. Local agreements with the Fire and Rescue Service, particularly in areas not otherwise covered, are also being explored and there have also been discussions with several universities.

Significantly this use of property will be provided at no cost to DSA. Tests will continue to be conducted by DSA examiners.

DSA will evaluate the success of these arrangements and I will keep the House informed.

## Related documents

  * [Driving tests brought closer to home with partnership deal, press release, 10 July 2012](/news/press-releases/dsa-press-20120710a)

 
",Department for Transport,Taking testing to the customer,10 July 2012,"Written statement by Mike Penning MP, Parliamentary Under-Secretary of State for Transport.",Mike Penning MP,2012-07-10,Written statement,Roads
http://www.dft.gov.uk/news/statements/penning-20120717a,139,"**The Parliamentary Under Secretary of State for Transport (Mike Penning)**: There was an inadvertent error in the answer to the Parliamentary Question from Charles Kennedy on 9 July [115811], Official Report, Column 69W. The answer indicated that Bangor, Beverley, Chester, Dundee, Exeter, Inverness, Maidstone, Peterborough, Sidcup, Theale, Truro, and Worcester Local Offices would close on 30 November 2012. The date should have read 30 November 2013.

## Related links

  * [DVLA](/dvla/)

 
",Department for Transport,Driver and Vehicle Licensing Agency (DVLA),17 July 2012,"Written statement by Mike Penning MP, Parliamentary Under-Secretary of State for Transport.",Mike Penning MP,2012-07-17,Written statement,Roads
http://www.dft.gov.uk/news/statements/penning-20120717b,140,"**The Parliamentary Under Secretary of State for Transport (Mike Penning):** The Department has today published a consultation paper on the future of the Vehicle Identity Check (VIC) Scheme.

The purpose of the VIC scheme is to deter the crime of vehicle ringing. Typically, this involves the theft of a car often of significant value, which is then given the identity of a similar car (make, model, colour etc) which has been the subject of an insurance write-off. The written-off car is obtained cheaply; its identity (VIN and registration numbers) is then transferred to a higher value stolen car which, now apparently genuine, can be sold at market price.

Since the introduction of the VIC scheme in April 2003, around 717,000 checks have been undertaken and 38 confirmed ""ringers"" detected, at a cost of around £30m to the motorist. About 75% of the checks were undertaken on cars which were 7 years or older, written-off because the cost of even small repairs was greater than the very low market value of the vehicle, often meaning that the cost of the check fell on the less well-off members of society.

Although it is felt that the scheme has become, unintentionally, an unnecessary burden to many honest motorists, the Police feel that it is still the only deterrent to ""ringers"". The scheme also enables vehicle purchasers to be aware that the vehicle they are considering purchasing has previously been a write-off and confirms that the vehicle identity has been checked and therefore provides some protection against purchasing a stolen vehicle.

I intend to consult on whether to retain, re-scope or abolish the scope of the VIC scheme in a move to explore whether fewer vehicles can be checked in the future in order to remove unnecessary burden on law-abiding citizens, without jeopardising prevention of vehicle ringing.

The consultation documents can be found on the Department's website. An electronic copy has been lodged with the House library.

## Download documents

  * [Future of the Vehicle Identity Check (VIC) scheme, 17 July 2012](/consultations/dft-2012-33/)

 
",Department for Transport,Vehicle Identity Check (VIC) Scheme,17 July 2012,"Written statement by Mike Penning MP, Parliamentary Under-Secretary of State for Transport. ",Mike Penning MP,2012-07-17,Written statement,"Roads, Vehicles"
http://www.dft.gov.uk/news/statements/villiers-20011025,141,"**The Minister of State for Transport (Theresa Villiers):** I am today announcing a change to the planned implementation date for the proposed reforms to the Air Travel Organisers' Licensing (ATOL) scheme.

The ATOL Reform Consultation, which took place between 23 June and 15 September 2011, proposed that the new regulations for bringing Flight Plus holidays into ATOL would come into force on 1 January 2012.

Over 80 responses to the consultation were received.  The final details of the ATOL reforms are being decided in light of these responses.  However the overwhelming view from the travel industry has been that implementation on 1 January 2012 would provide insufficient time for businesses to make the necessary preparations to comply with the new requirements.  This is partly due to the time needed to update IT systems and put in place the processes required to enable businesses to identify when a Flight Plus holiday has been formed.

In recognition of these concerns, and to ensure that the new regulations are implemented fully, consistently and in a way that minimises the scope for error and subsequent confusion amongst passengers, I have decided that the new regulations will not now come into force on 1 January.  Instead I intend to implement the reforms in April 2012 in order to give the industry enough time to respond to these new consumer protection requirements.

I expect to make a further announcement before the end of the year about decisions on the other ATOL reform issues in the consultation.

## Related documents

  * [Consultation: ATOL reform consultation](/consultations/dft-2011-17)
  * [Air Travel Organisers' Licensing (ATOL)](http://www.caa.co.uk/default.aspx?catid=27)

 
",Department for Transport,Air Travel Organisers’ Licensing (ATOL) scheme reform implementation date,25 October 2011,"Written statement by the The Rt Hon Theresa Villiers MP, Minister of State for Transport",The Rt Hon Theresa Villiers MP,2011-10-25,Written statement,"Aviation, Air traffic, Airport, Legislation"
http://www.dft.gov.uk/news/statements/villiers-20100715,142,"**The Minister of State for Transport (Theresa Villiers):** During the passage of the Crossrail Act through Parliament, a commitment was given to Parliament that a statement would be published at least every 12 months until the completion of the construction of Crossrail, setting out information about the project's funding and finances.

In line with this commitment, I am therefore publishing this statement within 12 months of the previous statement, which was published on July 16th 2009, and set out below the information required to fulfil the commitment to Parliament:

Total funding amounts provided to Crossrail Limited by the Department for Transport and TfL in relation to the construction of Crossrail to the end of the period (22nd July 2008 to 29th May 2010)
£773,769,000

Expenditure incurred (including committed spend not yet paid out) by Crossrail Limited in relation to the construction of Crossrail in the period (31st May 2009 to 29th May 2010) (excluding recoverable VAT on Land and Property purchases)
£963,976,000

Total expenditure incurred (including committed spend not yet paid out) by Crossrail Limited in relation to the construction of Crossrail to the end of the period (22nd July 2008 to 29th May 2010) (excluding recoverable VAT on Land and Property purchases)
£1,160,779,000

The Amounts realised by the disposal of any land or property for the purposes of the construction of Crossrail by the Secretary of State, TfL or Crossrail Limited in the period covered by the statement
Nil

The numbers above are drawn from Crossrail Limited's accounts.  The expenditure incurred amount includes both committed spend that has not yet been paid out and monies already paid out in the relevant periods.

Crossrail will support economic growth for London and the UK, and, as the Coalition Agreement made clear, is supported by Government.   Recent work to update the business case indicates that the project will generate high value for money.  

At this relatively early stage in the project, with several of the main construction contracts currently out to tender, Crossrail Limited continues to forecast a range of possible outturn costs which indicate that the project can be delivered within the available funding.  To ensure that these costs remain affordable and that every pound spent on Crossrail offers value for money, Crossrail Limited are engaged in an ongoing programme of value engineering, risk avoidance and mitigation and indirect cost reduction.  I expect this work to report later in the year.

 
",Department for Transport,Crossrail: Annual update,15 July 2010,"Written Statement by the Rt Hon Theresa Villiers MP, Minister of State for Transport.",The Rt Hon Theresa Villiers MP,2010-07-15,Written statement,"Rail, Crossrail, Rail value for money"
http://www.dft.gov.uk/news/statements/villiers-20101214,143,"**The Minister of State for Transport (Theresa Villiers):** I wish to update the House on Crossrail progress since my annual update on 15 July 2010 [Official Report, Columns 43-44WS], in which I undertook to report later in the year on progress made by Crossrail Limited on their value for money programme.

The Spending Review announcement confirmed Government's joint commitment with the Mayor of London to delivering Crossrail, and secured the funding to deliver the scheme to its original scope.

As I indicated in July, Crossrail Limited has been undertaking a programme of value engineering, risk avoidance and mitigation, alongside indirect cost reduction to ensure that the scheme is delivered in the most efficient way possible. In line with this approach, the Government accepted an engineering-led solution to delivering the central section which has enabled substantial savings of around £1billion to the Crossrail funding package to be identified. While the construction programme for the central section will be lengthened by around a year, this has enabled the Government to confirm that funding is available for the whole project.

We now expect that Crossrail services will commence from 2018. However, the detailed timetable for the phased introduction of Crossrail services requires additional work in a number of areas. For example, further work needs to take place on:

(i) the transfer of services from existing franchises to the future Crossrail operations; and

(ii) the development of detailed plans on the commissioning of services.

It should be noted that Crossrail services were always planned to be phased into operation over some months and it remains a priority for the Government to ensure services are commissioned in the most efficient possible way.

In addition, I wish to inform the House that Crossrail Limited has issued its notice of intention to award the tunnelling contracts for the central section tunnels. These contracts mark a further milestone in Crossrail's progress towards the start of tunnelling in late 2011.

Crossrail Limited continues to work to achieve further savings in advance of the final review point for the project in Spring next year. I expect to make a further update on progress then.

 
",Department for Transport,Crossrail project update,14 December 2010,"Written statement by the The Rt Hon Theresa Villiers MP, Minister of State for Transport",The Rt Hon Theresa Villiers MP,2010-12-14,Written statement,"Rail, Crossrail, Rail interoperability"
http://www.dft.gov.uk/news/statements/villiers-20110119,144,"**The Minister of State for Transport (Rt Hon Theresa Villiers):** I am today launching two publications on rail franchising. The first sets out the [Government's current thinking on franchising](http://webarchive.nationalarchives.gov.uk/20110504011839/http://www.dft.gov.uk/consultations/closed/2010-28/), taking account of the results of the July 2010 consultation, Reforming Rail Franchising. That consultation proposed a variety of policy changes. It made clear our determination to deliver a railway which takes greater account of passenger needs; provides value for taxpayer investment; and delivers the right incentives for operators.

Since the close of the Reforming Rail Franchising consultation in October 2010, the Department has carefully considered the full range of responses, and has discussed the ideas in more detail with industry representatives.

We are now publishing the results of that analysis. Key principles emerging from that work include:

(i) the specifics of each franchise will be decided on a case by case basis, with bidders having a greater role in helping Government define the specification;

(ii) we will set demanding outcomes for operators to deliver but we will give them more flexibility to decide how best to achieve those outcomes, giving greater space to operators to plan and run their services in a more commercial manner;

(iii) longer franchises should expand the opportunity for operators to invest in improvements as well as enabling them to strengthen their working relationships with Network Rail and other key stakeholders.

We also believe that it is vital that the cost of running the railways comes down.

The second publication is a public consultation for the new [InterCity West Coast (ICWC) franchise](http://webarchive.nationalarchives.gov.uk/20110504011309/http://www.dft.gov.uk/consultations/closed/2011-01/). A notice was placed in the Official Journal of the European Union (OJEU) last week at which time a formal accreditation process for bidders also started.

Our overall aim for the new franchise is to take as a starting point the much enhanced operations of recent years and improve these still further, while delivering value for money and meeting affordability requirements.

The ICWC franchise will build on the new timetable that was introduced in December 2008 and made possible by the £9 billion of public funds invested in infrastructure enhancement on the West Coast Main Line. This upgrade has shortened journey times and enabled more trains to be run. It has also delivered a more regular service timetable to Birmingham and Manchester.

Bidders for the franchise will be required to make proposals for the most advantageous deployment of the four additional 11-car Pendolino trains that will be available to them. These new trains will enable the new franchise operator to offer more capacity, more frequent trains and shorter journey times to various locations.

The new operator will need to consider how best to improve the performance and reliability of long distance services and the quality of service received by passengers across the franchise. They will be expected to put forward ideas for improving the passenger experience on board trains, providing better service information for passengers, and investing in station facilities.

The new ICWC franchise will begin operation on Sunday 1 April 2012. The franchise is proposed to last for a term of at least 14 years, aligned to the possible introduction of services on High Speed 2. Provisions will be included in the contract to allow for an earlier termination in the event of persistent under-performance by the operator.

The consultation document highlights the key requirements that the Department is considering including within the Invitation to Tender (ITT), for example, proposals to provide operators more flexibility and encourage investment. Responses to the consultation will inform the development of the ITT which we expect to publish in summer 2011, with the franchise awarded in late 2011.

Over the coming weeks the Department will carry out extensive discussions with local stakeholders, via a series of meetings.

The consultation will run until the 21 April 2011. Copies of the consultation document have been placed in the House Library and are available on the Department for Transport website.

A notice was placed in the Official Journal of the European Union (OJEU) last week in relation to the Greater Anglia franchise and a formal accreditation process for bidders has begun. This will be a short-term contract lasting from February 2012 to at least the summer of 2013.

Letting this contract will enable us to include appropriate recommendations from the rail value for money study being led by Sir Roy McNulty in a new  long term franchise starting in 2013.

We will not be conducting a public consultation on this contract as the services that are being offered will be largely the same as those in operation today. However, there will be a full public consultation on the long term franchise before it is let.

 
",Department for Transport,Rail franchise reform,19 January 2011,"Written statement by the The Rt Hon Theresa Villiers MP, Minister of State for Transport",The Rt Hon Theresa Villiers MP,2011-01-19,Written statement,"Rail, Rail passenger franchises"
http://www.dft.gov.uk/news/statements/villiers-20110203,145,"**The Minister of State for Transport (Theresa Villiers):** I am today announcing the Government's 'in principle' decision to reform the Air Travel Organiser's Licensing (ATOL) scheme to improve clarity for consumers about its coverage and also to put the scheme's finances back on a sustainable basis.  There will be a full consultation on the details of the proposed reforms.

The ATOL scheme, operated by the Civil Aviation Authority (CAA), was introduced in the 1970s to provide financial protection for the purchase of package holidays in the event of travel company insolvency.  Affected passengers are entitled to a full refund if they are yet to travel, or repatriation after completing their holiday if they have already reached their destination. 

However, as a result of new ways of selling holidays and a recent Court ruling, the scheme no longer completely fulfils its intended purpose:  the proportion of holidays with ATOL protection has fallen, and it can be difficult for consumers and the travel industry to know which holidays are protected and which are not.  The proposed reforms will make it easier for everyone to understand which holidays are covered, and will restore protection to what looks like a package holiday but now falls outside the legal definition.

The Air Travel Trust Fund (the Fund) provides the money for refunds and repatriation costs when a travel company becomes insolvent.  For historic reasons the Fund had no income for a number of years.  As a result of this legacy, combined with travel company failures in 2008 and 2010, the Fund's deficit has increased significantly.  Until it is back in surplus, it can only meet its obligations because of a Government guarantee, currently £42m, in support of commercial borrowing facilities.  Reform is needed to secure the sustainability of the Fund so it can continue to provide financial protection for consumers, while reducing and eventually eliminating the exposure to taxpayers.  It is envisaged that the ATOL Protection Contribution (APC) paid into the Fund will remain at £2.50 per holiday sale until the Fund is restored to health.

The last Government consulted on reforming the ATOL scheme in December 2009, and the Coalition has continued work on developing these important reforms.  In outline the proposed reforms would:

  * create a new category of 'flight plus' holiday in ATOL.  This would cover holidays including a flight where the various elements were purchased within a specified short time period, and so look similar to package holidays, but are not packages as currently legally defined in the UK.  New secondary legislation would be required to do this.
  * ensure that where businesses sell holidays that look like packages, but where the travel agent has arranged matters so they are acting as an 'agent for the customer' and so remain outside of ATOL, consumers are made fully aware of this, so that they can make an informed decision about their purchase.  We are looking at using the Consumer Protection from Unfair Trading Regulations 2008 to enforce this measure.
  * replace the current arrangements with clearer, standardised information for consumers that their holiday or flight is ATOL protected.  The CAA has already begun discussions with the industry about a recognised document, the ATOL Certificate, that would be both proportionate and fit for purpose. This can be done by CAA using its existing powers.

A consultation on the details of the proposals, including draft secondary legislation, is planned for the spring, with the aim of implementation by late 2011 or early 2012.

I believe there may also be a case for new primary legislation to address other issues in the ATOL scheme and will be considering that further in the course of this year. 

 
",Department for Transport,Reform of the Air Travel Organiser's Licensing (ATOL) scheme,3 February 2011,"Written statement by the The Rt Hon Theresa Villiers MP, Minister of State for Transport",The Rt Hon Theresa Villiers MP,2011-02-03,Written statement,"Aviation, Air traffic, Airport"
http://www.dft.gov.uk/news/statements/villiers-20110228,146,"**The Minister of State for Transport (Theresa Villiers):** Local authorities and Integrated Transport Authorities from time to time wish to develop proposals for new or enhanced rail services where, in their view, they offer the best way of meeting the transport needs of their area.  They have the necessary powers to secure the provision of such services but they are sometimes inhibited by the risk that significant revenue funding may need to be committed over the long term.  I am keen to encourage local bodies to identify the best solutions for identified local needs and therefore wish to ensure that they are not deterred from considering an improved rail service where it clearly offers value for money.

The Government's priority remains one of reducing the budget deficit and, therefore, careful consideration has to be given to any proposal which might increase the cost of the railway, either in the short or long term. However, we recognise the arguments put forward by promoters that regional and local rail services need to adapt to population, housing and economic growth in localities. Therefore, it is only right that, once they have demonstrated value for money after a trial period, new or improved services promoted by local authorities are treated in a similar way to the more established services which are currently funded as part of the national network.

I would therefore like to announce to the House that the Government still intends to fund the provision of new or enhanced services promoted by authorities which have rail industry support, but in view of the tough financial decisions made as part of the Spending Review, no such funding will be provided prior to April 2015 (the start of the next Spending Review period).

It is important that the promoter demonstrates that a rail scheme is the best way to address regional and local transport issues; hence promoters would still be expected to fund a new or enhanced service for the first three years to demonstrate its commitment to the service and show that it delivers value for money in the light of actual experience.

Schemes which the Department would consider funding in this way would be subject to a number of conditions, details of which have been deposited in the library of the House and will be made available on the Department for Transport's web site.

 
",Department for Transport,Local and regional rail services,28 February 2011,"Written statement by the The Rt Hon Theresa Villiers MP, Minister of State for Transport",The Rt Hon Theresa Villiers MP,2011-02-28,Written statement,"Rail, Local authorities, Rail safety, Rail value for money"
http://www.dft.gov.uk/news/statements/villiers-20110307,147,"**The Minister of State for Transport (Theresa Villiers)**: As part of the commitment to deliver a safe and secure Olympic and Paralympic Games, the Government is today announcing its plans for temporary airspace control measures that will apply over London and the South East during the Games period.

The measures comprise an inner prohibited airspace zone and an outer restricted zone, approximately 60 nautical miles across, centred on the Olympic Park. 

Only certain categories of aircraft - those operating commercial services and subject to full security procedures - will normally be permitted to operate within the Prohibited Zone. Certain aircraft involved in, for example, Police, Medevac and Olympic Broadcast operations will be exempted. Other operations at airports within this zone may also be considered for exemption subject to strict conditions, which will be assessed on a case-by-case basis. Similarly, we are working with Battersea Heliport to agree a basis on which operations there may be allowed to continue. 

All types of aircraft will be permitted to operate in the wider restricted zone provided that they can satisfy certain requirements designed to ensure that all aircraft within the zone can be readily identified and monitored by air traffic control.

It is envisaged that the measures will be in place **from 13 July to 12 September 2012**, to cover the period of both the Olympic and Paralympic Games.

These measures have been designed to help to protect key Games locations from potential airborne threats. It is normal practice to implement airspace restrictions during large-scale events such as major sporting events, and similar measures have been put in place for previous Olympic and Paralympic Games. The measures have been developed to be proportionate and to minimise the impact on the aviation community during the summer of 2012.

It is not expected that any airports will need to close as a result of the measures. There should be no impact on scheduled air services, and limited impact on most other types of operation outside the prohibited zone.

The Government, the Civil Aviation Authority and NATS will now work with airspace users and others to ensure that the planned measures, and their potential impacts, are fully understood and discussed before the regulations to implement them under the Air Navigation Order 2009 are made later this year.

Options for airspace controls over other Olympics venues outside the South East are still being considered and plans for these will be announced later.

Copies of a leaflet entitled ""London 2012 Airspace,"" aimed at the general aviation community, showing the coverage of the zones and setting out in more detail the restrictions that will apply within them, have been placed in the Library.

 
",Department for Transport,Olympic Airspace,7 March 2011,"Written statement by the The Rt Hon Theresa Villiers MP, Minister of State for Transport",The Rt Hon Theresa Villiers MP,2011-03-07,Written statement,"Aviation, Air traffic, Airport, London 2012"
http://www.dft.gov.uk/news/statements/villiers-20110428,148,"**Minister of State for Transport (Theresa Villiers):** I regret to inform the House that there was an inaccuracy in my written answer (45254) given on 14 March 2011, _Official Report_, column 97W, about assessment of the effects on competition in the railway industry of the acquisition of Arriva Trains by Deutsche Bahn.  The correct answer is that the European Commission carried out an assessment of the Deutsche Bahn acquisition of Arriva plc in 2010.  A copy of the European Commission's assessment of the effects can be viewed on their website.

 
",Department for Transport,Written Parliamentary Question (Correction),28 April 2011,"Written statement by the The Rt Hon Theresa Villiers MP, Minister of State for Transport",The Rt Hon Theresa Villiers MP,2011-04-28,Written statement,"Rail, Rail interoperability"
http://www.dft.gov.uk/news/statements/villiers-20110510,149,"**Minister of State for Transport (Theresa Villiers):** Cranfield University are today publishing their research into aircraft cabin air sampling on commercial aircraft in scheduled operation. A link to the report is being provided on the Department for Transport website.

The consideration of this matter by the Committee on Toxicity (COT) in 2007 provided an important opportunity to examine this issue in depth. Further scrutiny was provided by the investigation carried out by the House of Lords Science and Technology Committee.

The Department commissioned this independent research in 2008 (once tests had been completed to find suitable scientific equipment for the task) as a result of a recommendation by the COT - the first time such a study had been carried out by any country in the world.

The main conclusion of Cranfield's research was that there was no evidence of pollutants occurring in cabin air at levels exceeding available health and safety standards and guidelines. Levels observed in the flights that formed part of the study were comparable to those typically experienced in domestic settings.

The study monitored a total of 100 flights in five different aircraft types: Boeing 757, Airbus 319, 320 and 321 and the BAe 146. A series of air samples were taken at defined points on all flights, with additional samples taken during any 'fume events' if any occurred. All flight crew, cabin crew and researchers were requested to complete a post-flight questionnaire, including questions about any fumes or smells that occurred during the flight.

The study's objective was to analyse cabin air for volatile organic compounds, semi-volatile organic compounds, particles and carbon monoxide in normal operations during all phases of flight (e.g. climb, cruise, descent); and to detect and characterise any anomalous elevations of these elements during any 'fume events' where unusual smells or similar occurrences were reported.

The European standard 'Aircraft internal air quality standards, criteria and determination methods' sets safety, health and comfort limits for a number of substances, including two that were measured in the study - carbon monoxide and toluene. The study's results indicate that concentrations of both carbon monoxide and toluene remained within these limits. In the absence of specific cabin air standards for the other pollutants measured in the research, the study referred to other standards and guidelines established, for example, for domestic (home) or occupational environments. Again, none of these standards or guidelines was exceeded.

I am grateful to Cranfield University for their rigorous and painstaking work. I am also grateful to the participating airlines which made their flight staff and management time and their aircraft available to the project. Without this invaluable practical help, the research would not have been possible.

The Department will always take the health of persons on board aircraft very seriously and I hope the publication of this thorough and independent analysis by Cranfield University will provide reassurance on this issue. We will continue to keep in close touch on all aviation health matters with the UK's aviation regulator, the Civil Aviation Authority.

The Department will now take forward the one remaining cabin air study outstanding - the swab test research being conducted by the Institute of Occupational Medicine in Edinburgh.

When that has been finished all the completed research projects will be submitted to the Committee on Toxicity for their consideration so that the public can be assured that this matter has been thoroughly investigated.

### Download the report

  * [Cabin air quality frequently asked questions](/publications/cabin-air-quality-faqs/)
  * [Aircraft cabin air sampling study; part 1 of the final report](https://dspace.lib.cranfield.ac.uk/handle/1826/5305)
  * [Aircraft cabin air sampling study; part 2 of the final report](https://dspace.lib.cranfield.ac.uk/handle/1826/5306)

 
",Department for Transport,Cranfield University cabin air research,10 May 2011,"Written Statement by the Theresa Villiers MP, Minister of State for Transport.",The Rt Hon Theresa Villiers MP,2011-05-10,Written statement,"Aviation, Aviation safety"
http://www.dft.gov.uk/news/statements/villiers-20110609,150,"The Minister of State for Transport (Rt Hon Theresa Villiers): As the House will be aware, work was carried out by the Royal Household in 2008 to consider the option for procuring a small aircraft for official travel within the UK. This work concluded that such an acquisition could not at that time be justified on the grounds of value for money.

The Royal Household therefore continue to make use of chartered air services and the scheduled market and, where irreducible spare capacity exists, will continue to make use of No 32 (The Royal) Squadron.

 
",Department for Transport,Use of No 32 (The Royal) Squadron by the Royal Household,9 June 2011,"Written statement by the The Rt Hon Theresa Villiers MP, Minister of State for Transport",The Rt Hon Theresa Villiers MP,2011-06-09,Written statement,Air traffic
http://www.dft.gov.uk/news/statements/villiers-20110616,151,"**The Minister of State for Transport (Theresa Villiers):** The Department for Transport is today announcing the identity of the preferred bidder for the new fleet of trains required for the Thameslink Programme. This represents a significant milestone in the delivery of this crucial rail upgrade project.

The £6 billion Thameslink Programme includes major improvements to central London stations such as Blackfriars, Farringdon and London Bridge and will generate significant benefits for passengers. It will make travelling across London and the south east faster, easier and more reliable and will reduce crowding on some of the busiest sections of London's transport network. It will see the introduction of a new generation of electric commuter trains operating with metro-style frequency at up to 24 trains per hour through the central section during the morning and evening peaks.

This new fleet of trains comprises some 1,200 carriages. By the end of 2018, this will almost double the capacity of Thameslink's core central London section in the peak periods. It is a major part of the Government's commitment to introduce an additional 2,100 carriages on to the rail network by 2019, as announced in November of last year.  The new Thameslink fleet is expected to release existing carriages for use elsewhere on the network, particularly as further routes are electrified, for example in the north west of England and the Thames Valley commuter lines.

The competition to supply trains and maintenance services for the Thameslink programme was designed and launched under the previous administration in 2008, in accordance with EU procurement procedures. In October 2009 the previous government announced that the two remaining short-listed bidders were Siemens Plc with Cross London Trains (XLT) and Bombardier Transportation UK Ltd with VeloCity. Since then, a great deal of work has been undertaken by the Department with both bidders to refine proposals and to secure best and final bids.

Following the completion of the process, I can announce today that the preferred bidder for the supply of the new Thameslink trains will be Siemens Plc with Cross London Trains (XLT) - a special purpose company comprising of Siemens Project Ventures GmbH, Innisfree Ltd and 3i Infrastructure Plc.

The Siemens-led venture will deliver the first new train on to the network by the start of 2015, with the order complete by the middle of 2017. The new trains will offer a step change in passenger experience, with greater passenger carrying capacity, improved passenger communication and easier access for passengers with specific mobility needs. They will also deliver high levels of reliability with the owner and manufacturer of the trains liable for financial penalties if the trains do not perform.

The choice of Siemens Plc with Cross London Trains (XLT) as preferred bidder represents the best value for money for taxpayers. Siemens is today confirming that this announcement will create up to 2,000 new jobs in their UK operations and across the UK supply chain in train component manufacturing, with a particular focus in the North East of England, and in the construction of the depots and subsequent maintenance of the new fleet of trains.

These jobs are additional to those created by the Thameslink infrastructure works which are currently underway. At the peak of construction activity - during the reconstruction of London Bridge Station from 2013 to 2018 - we expect around 3,000 people to be directly employed on the Thameslink infrastructure works as a whole, with as many again employed in related jobs in the wider community.  Taking account of other investments in rail announced by this Government, including Crossrail and the Inter City Express Programme, the total peak construction employment rises to around 17,000 people.

In order to maintain momentum on the Thameslink Programme, it is important that discussions with Siemens Plc and Cross London Trains move forward quickly to enable financial close to occur as soon as practicable. That is, of course, subject to the Government being satisfied that the proposal continues to offer value for money as the commercial discussions are concluded.

The alternative bidder, Bombardier Transportation UK Ltd with VeloCity - a special purpose company comprising Bombardier Transportation (Holdings) UK Ltd, RREEF Ltd, Serco Holdings Ltd, Amber Infrastructure Group Ltd and SMBC Leasing (UK) Ltd - also presented an attractive proposal and it is our intention to retain them as the reserve bidder.  
This announcement of the preferred bidder for these new trains marks further progress in the delivery of the Thameslink Programme, and reinforces the Government's commitment to upgrading the capacity, quality and reliability of our transport infrastructure and ensuring high value for money for the taxpayer in delivering major rail projects.

 
",Department for Transport,Thameslink rolling stock,16 June 2011,"Written statement by the The Rt Hon Theresa Villiers MP, Minister of State for Transport",The Rt Hon Theresa Villiers MP,2011-06-16,Written statement,"Rail, Rail value for money"
